State,County,Biden Vote %,Trump Vote %,Other Vote %,Was Winner Democrat?
Alabama,Autauga,27.0,71.4,1.5,0
Alabama,Baldwin,22.4,76.2,1.4,0
Alabama,Barbour,45.8,53.5,0.8,0
Alabama,Bibb,20.7,78.4,0.9,0
Alabama,Blount,9.6,89.6,0.9,0
Alabama,Bullock,74.7,24.8,0.5,1
Alabama,Butler,41.8,57.5,0.7,0
Alabama,Calhoun,29.8,68.8,1.3,0
Alabama,Chambers,41.6,57.3,1.1,0
Alabama,Cherokee,13.2,86.0,0.8,0
Alabama,Chilton,15.9,83.3,0.8,0
Alabama,Choctaw,41.9,57.6,0.5,0
Alabama,Clarke,43.8,55.8,0.4,0
Alabama,Clay,18.3,80.8,0.9,0
Alabama,Cleburne,9.3,89.7,0.9,0
Alabama,Coffee,22.8,75.9,1.3,0
Alabama,Colbert,29.9,68.9,1.2,0
Alabama,Conecuh,46.0,53.4,0.5,0
Alabama,Coosa,32.8,66.3,0.9,0
Alabama,Covington,15.6,83.7,0.7,0
Alabama,Crenshaw,25.7,73.5,0.8,0
Alabama,Cullman,10.7,88.1,1.2,0
Alabama,Dale,26.2,72.5,1.3,0
Alabama,Dallas,68.5,30.9,0.6,1
Alabama,DeKalb,14.6,84.4,1.0,0
Alabama,Elmore,25.3,73.5,1.2,0
Alabama,Escambia,30.9,68.3,0.8,0
Alabama,Etowah,24.2,74.4,1.3,0
Alabama,Fayette,15.9,83.3,0.8,0
Alabama,Franklin,16.6,82.5,0.9,0
Alabama,Geneva,12.7,86.5,0.8,0
Alabama,Greene,81.3,18.3,0.3,1
Alabama,Hale,59.0,40.4,0.6,1
Alabama,Henry,28.0,71.1,0.9,0
Alabama,Houston,28.0,70.6,1.4,0
Alabama,Jackson,15.7,83.2,1.1,0
Alabama,Jefferson,55.8,42.6,1.6,1
Alabama,Lamar,13.6,85.8,0.6,0
Alabama,Lauderdale,26.9,71.5,1.6,0
Alabama,Lawrence,22.2,76.9,0.9,0
Alabama,Lee,39.0,59.1,1.9,0
Alabama,Limestone,27.8,70.4,1.9,0
Alabama,Lowndes,72.7,26.9,0.4,1
Alabama,Macon,81.5,17.7,0.8,1
Alabama,Madison,44.8,52.8,2.4,0
Alabama,Marengo,50.3,49.0,0.6,1
Alabama,Marion,10.6,88.4,1.0,0
Alabama,Marshall,15.0,83.7,1.3,0
Alabama,Mobile,43.4,55.3,1.3,0
Alabama,Monroe,41.8,57.6,0.6,0
Alabama,Montgomery,65.1,33.6,1.3,1
Alabama,Morgan,24.6,73.8,1.5,0
Alabama,Perry,73.8,25.6,0.6,1
Alabama,Pickens,41.6,57.9,0.5,0
Alabama,Pike,40.7,58.1,1.2,0
Alabama,Randolph,20.3,79.0,0.7,0
Alabama,Russell,52.6,46.2,1.1,1
Alabama,St. Clair,17.4,81.4,1.2,0
Alabama,Shelby,28.9,69.3,1.7,0
Alabama,Sumter,73.9,25.4,0.7,1
Alabama,Talladega,36.8,62.3,0.8,0
Alabama,Tallapoosa,27.9,71.3,0.8,0
Alabama,Tuscaloosa,41.9,56.7,1.4,0
Alabama,Walker,15.5,83.4,1.1,0
Alabama,Washington,25.4,74.0,0.6,0
Alabama,Wilcox,68.6,31.1,0.4,1
Alabama,Winston,8.6,90.3,1.0,0
Arizona,Apache,66.0,32.4,1.5,1
Arizona,Cochise,39.1,58.6,2.3,0
Arizona,Coconino,60.7,36.7,2.6,1
Arizona,Gila,32.2,66.3,1.5,0
Arizona,Graham,26.8,71.5,1.6,0
Arizona,Greenlee,32.0,65.8,2.2,0
Arizona,La Paz,29.9,68.6,1.4,0
Arizona,Maricopa,50.1,48.0,1.9,1
Arizona,Mohave,23.7,74.9,1.4,0
Arizona,Navajo,45.0,53.3,1.7,0
Arizona,Pima,58.4,39.8,1.8,1
Arizona,Pinal,40.5,57.7,1.8,0
Arizona,Santa Cruz,67.1,31.6,1.3,1
Arizona,Yavapai,34.5,63.7,1.7,0
Arizona,Yuma,46.0,52.1,1.9,0
Arkansas,Arkansas,28.9,68.4,2.7,0
Arkansas,Ashley,26.8,70.0,3.2,0
Arkansas,Baxter,22.1,75.4,2.6,0
Arkansas,Benton,35.2,61.7,3.1,0
Arkansas,Boone,17.9,79.8,2.3,0
Arkansas,Bradley,33.2,63.9,2.9,0
Arkansas,Calhoun,22.0,75.0,3.1,0
Arkansas,Carroll,34.1,62.9,3.0,0
Arkansas,Chicot,55.1,42.7,2.2,1
Arkansas,Clark,41.0,55.0,4.0,0
Arkansas,Clay,18.6,78.8,2.6,0
Arkansas,Cleburne,15.7,81.5,2.9,0
Arkansas,Cleveland,18.1,79.6,2.3,0
Arkansas,Columbia,32.7,63.8,3.5,0
Arkansas,Conway,30.1,65.6,4.4,0
Arkansas,Craighead,31.0,66.4,2.7,0
Arkansas,Crawford,20.6,77.2,2.2,0
Arkansas,Crittenden,52.0,44.8,3.2,1
Arkansas,Cross,25.5,71.2,3.2,0
Arkansas,Dallas,36.4,59.4,4.3,0
Arkansas,Desha,48.4,46.1,5.5,1
Arkansas,Drew,35.1,63.0,1.9,0
Arkansas,Faulkner,33.7,63.2,3.1,0
Arkansas,Franklin,18.2,79.6,2.2,0
Arkansas,Fulton,20.2,77.4,2.4,0
Arkansas,Garland,31.8,65.8,2.5,0
Arkansas,Grant,15.5,82.9,1.7,0
Arkansas,Greene,19.0,78.7,2.3,0
Arkansas,Hempstead,31.2,65.3,3.5,0
Arkansas,Hot Spring,24.5,73.3,2.2,0
Arkansas,Howard,27.7,69.7,2.6,0
Arkansas,Independence,19.3,77.5,3.1,0
Arkansas,Izard,17.6,79.7,2.7,0
Arkansas,Jackson,26.8,70.6,2.6,0
Arkansas,Jefferson,59.5,37.8,2.6,1
Arkansas,Johnson,24.0,73.0,3.0,0
Arkansas,Lafayette,31.3,65.6,3.1,0
Arkansas,Lawrence,18.4,78.0,3.5,0
Arkansas,Lee,50.0,45.2,4.9,1
Arkansas,Lincoln,26.6,70.4,3.0,0
Arkansas,Little River,23.7,71.8,4.6,0
Arkansas,Logan,18.8,78.3,3.0,0
Arkansas,Lonoke,21.8,74.6,3.5,0
Arkansas,Madison,21.3,77.0,1.8,0
Arkansas,Marion,20.4,77.1,2.5,0
Arkansas,Miller,25.7,72.1,2.2,0
Arkansas,Mississippi,36.9,59.1,3.9,0
Arkansas,Monroe,40.7,54.9,4.4,0
Arkansas,Montgomery,18.9,78.6,2.5,0
Arkansas,Nevada,32.0,63.5,4.4,0
Arkansas,Newton,17.7,79.8,2.4,0
Arkansas,Ouachita,41.5,55.0,3.5,0
Arkansas,Perry,21.9,75.2,2.9,0
Arkansas,Phillips,58.0,38.7,3.3,1
Arkansas,Pike,15.2,82.9,2.0,0
Arkansas,Poinsett,18.9,78.7,2.3,0
Arkansas,Polk,14.7,82.9,2.4,0
Arkansas,Pope,23.6,74.0,2.4,0
Arkansas,Prairie,18.7,79.7,1.6,0
Arkansas,Pulaski,60.0,37.5,2.6,1
Arkansas,Randolph,17.8,78.6,3.5,0
Arkansas,St. Francis,50.7,45.6,3.7,1
Arkansas,Saline,28.2,69.4,2.4,0
Arkansas,Scott,13.6,83.4,2.9,0
Arkansas,Searcy,14.6,83.7,1.7,0
Arkansas,Sebastian,30.7,66.2,3.1,0
Arkansas,Sevier,21.5,74.7,3.9,0
Arkansas,Sharp,18.5,78.5,3.0,0
Arkansas,Stone,19.9,77.7,2.4,0
Arkansas,Union,33.6,63.1,3.3,0
Arkansas,Van Buren,20.4,77.3,2.3,0
Arkansas,Washington,46.5,50.4,3.1,0
Arkansas,White,19.4,78.3,2.3,0
Arkansas,Woodruff,34.6,62.3,3.1,0
Arkansas,Yell,19.0,77.5,3.5,0
California,Alameda,79.8,17.6,2.6,1
California,Alpine,63.8,32.7,3.5,1
California,Amador,36.4,60.7,2.9,0
California,Butte,49.5,47.6,2.9,1
California,Calaveras,36.8,60.6,2.6,0
California,Colusa,40.7,57.3,2.0,0
California,Contra Costa,71.6,26.3,2.1,1
California,Del Norte,40.8,56.4,2.8,0
California,El Dorado,44.4,53.2,2.3,0
California,Fresno,52.9,45.1,2.0,1
California,Glenn,35.4,62.5,2.1,0
California,Humboldt,64.5,31.4,4.2,1
California,Imperial,61.1,36.7,2.1,1
California,Inyo,48.9,48.7,2.4,1
California,Kern,43.7,53.9,2.4,0
California,Kings,42.6,54.9,2.5,0
California,Lake,51.5,45.3,3.2,1
California,Lassen,23.2,74.5,2.3,0
California,Los Angeles,71.0,26.9,2.1,1
California,Madera,43.1,54.7,2.2,0
California,Marin,82.3,15.8,1.9,1
California,Mariposa,39.8,57.9,2.4,0
California,Mendocino,66.4,30.6,3.0,1
California,Merced,53.8,43.3,2.9,1
California,Modoc,26.3,71.2,2.5,0
California,Mono,59.6,37.3,3.1,1
California,Monterey,69.5,28.2,2.2,1
California,Napa,69.0,28.7,2.3,1
California,Nevada,55.8,41.1,3.2,1
California,Orange,53.5,44.4,2.1,1
California,Placer,45.5,52.1,2.4,0
California,Plumas,40.5,57.2,2.2,0
California,Riverside,53.0,45.0,2.0,1
California,Sacramento,61.4,36.1,2.5,1
California,San Benito,61.1,36.7,2.1,1
California,San Bernardino,54.2,43.5,2.3,1
California,San Diego,60.2,37.5,2.3,1
California,San Francisco,85.3,12.7,2.0,1
California,San Joaquin,55.6,41.8,2.6,1
California,San Luis Obispo,55.3,42.2,2.5,1
California,San Mateo,77.9,20.2,1.9,1
California,Santa Barbara,64.5,32.6,2.8,1
California,Santa Clara,72.6,25.2,2.1,1
California,Santa Cruz,78.4,18.5,3.1,1
California,Shasta,32.3,65.4,2.3,0
California,Sierra,37.5,58.7,3.9,0
California,Siskiyou,40.9,56.6,2.5,0
California,Solano,63.6,33.5,2.8,1
California,Sonoma,74.5,23.0,2.4,1
California,Stanislaus,49.0,48.2,2.8,1
California,Sutter,40.7,57.2,2.1,0
California,Tehama,31.0,66.6,2.4,0
California,Trinity,45.0,50.4,4.6,0
California,Tulare,45.0,52.8,2.2,0
California,Tuolumne,39.4,58.2,2.4,0
California,Ventura,59.5,38.4,2.2,1
California,Yolo,69.5,28.1,2.5,1
California,Yuba,37.7,59.3,3.0,0
Colorado,Adams,56.7,40.4,2.9,1
Colorado,Alamosa,48.1,48.8,3.0,0
Colorado,Arapahoe,61.0,36.4,2.6,1
Colorado,Archuleta,40.9,56.7,2.4,0
Colorado,Baca,14.2,83.9,1.8,0
Colorado,Bent,32.2,66.1,1.7,0
Colorado,Boulder,77.2,20.6,2.2,1
Colorado,Broomfield,62.4,34.9,2.7,1
Colorado,Chaffee,52.2,45.4,2.4,1
Colorado,Cheyenne,11.5,87.4,1.1,0
Colorado,Clear Creek,55.0,42.1,2.9,1
Colorado,Conejos,45.2,52.8,2.0,0
Colorado,Costilla,62.6,35.4,2.0,1
Colorado,Crowley,25.0,72.6,2.4,0
Colorado,Custer,30.6,68.1,1.3,0
Colorado,Delta,30.4,67.5,2.0,0
Colorado,Denver,79.6,18.2,2.2,1
Colorado,Dolores,23.5,75.2,1.3,0
Colorado,Douglas,45.2,52.4,2.4,0
Colorado,Eagle,63.8,33.9,2.2,1
Colorado,Elbert,23.7,73.9,2.4,0
Colorado,El Paso,42.7,53.5,3.7,0
Colorado,Fremont,28.8,68.5,2.6,0
Colorado,Garfield,49.9,47.6,2.4,1
Colorado,Gilpin,53.1,43.8,3.1,1
Colorado,Grand,47.7,49.5,2.8,0
Colorado,Gunnison,63.7,33.4,2.8,1
Colorado,Hinsdale,40.3,55.9,3.8,0
Colorado,Huerfano,47.1,50.0,2.9,0
Colorado,Jackson,20.0,77.7,2.3,0
Colorado,Jefferson,57.9,39.3,2.8,1
Colorado,Kiowa,10.9,88.0,1.1,0
Colorado,Kit Carson,17.1,81.2,1.7,0
Colorado,Lake,58.1,37.8,4.1,1
Colorado,La Plata,57.6,39.9,2.5,1
Colorado,Larimer,56.2,40.8,3.0,1
Colorado,Las Animas,43.9,53.8,2.3,0
Colorado,Lincoln,17.7,80.5,1.7,0
Colorado,Logan,21.1,76.8,2.1,0
Colorado,Mesa,34.8,62.8,2.4,0
Colorado,Mineral,41.9,56.5,1.6,0
Colorado,Moffat,17.1,80.7,2.2,0
Colorado,Montezuma,37.7,60.0,2.3,0
Colorado,Montrose,30.8,67.3,1.9,0
Colorado,Morgan,28.2,69.8,2.0,0
Colorado,Otero,37.6,60.1,2.2,0
Colorado,Ouray,58.8,39.2,1.9,1
Colorado,Park,39.9,56.9,3.2,0
Colorado,Phillips,19.6,78.8,1.6,0
Colorado,Pitkin,75.2,23.2,1.6,1
Colorado,Prowers,26.2,72.1,1.7,0
Colorado,Pueblo,49.6,47.8,2.6,1
Colorado,Rio Blanco,15.2,82.9,1.9,0
Colorado,Rio Grande,39.6,58.0,2.4,0
Colorado,Routt,62.7,35.1,2.2,1
Colorado,Saguache,55.6,41.7,2.7,1
Colorado,San Juan,60.9,35.9,3.2,1
Colorado,San Miguel,76.2,22.1,1.7,1
Colorado,Sedgwick,20.8,77.5,1.7,0
Colorado,Summit,68.4,28.8,2.8,1
Colorado,Teller,31.2,66.4,2.5,0
Colorado,Washington,12.3,86.3,1.5,0
Colorado,Weld,39.6,57.6,2.8,0
Colorado,Yuma,15.8,82.5,1.8,0
Connecticut,Fairfield,62.9,35.7,1.4,1
Connecticut,Hartford,63.1,35.4,1.5,1
Connecticut,Litchfield,46.6,51.7,1.7,0
Connecticut,Middlesex,57.3,41.0,1.7,1
Connecticut,New Haven,58.0,40.6,1.3,1
Connecticut,New London,56.9,40.9,2.2,1
Connecticut,Tolland,54.7,43.2,2.1,1
Connecticut,Windham,46.8,51.1,2.2,0
Delaware,Kent,51.2,47.1,1.7,1
Delaware,New Castle,67.8,30.7,1.5,1
Delaware,Sussex,43.8,55.1,1.1,0
D. C.,District of Columbia,92.1,5.4,2.5,1
Florida,Alachua,62.7,35.6,1.7,1
Florida,Baker,14.5,84.6,1.0,0
Florida,Bay,27.5,70.9,1.6,0
Florida,Bradford,23.2,75.7,1.1,0
Florida,Brevard,41.1,57.5,1.4,0
Florida,Broward,64.5,34.7,0.8,1
Florida,Calhoun,18.5,80.7,0.8,0
Florida,Charlotte,36.3,62.8,0.9,0
Florida,Citrus,29.0,70.0,1.0,0
Florida,Clay,30.7,67.8,1.5,0
Florida,Collier,37.3,61.9,0.8,0
Florida,Columbia,26.9,72.0,1.0,0
Florida,DeSoto,33.6,65.6,0.8,0
Florida,Dixie,16.7,82.7,0.6,0
Florida,Duval,51.1,47.3,1.6,1
Florida,Escambia,41.5,56.6,1.9,0
Florida,Flagler,39.2,59.9,0.9,0
Florida,Franklin,30.9,68.2,0.9,0
Florida,Gadsden,68.0,31.4,0.6,1
Florida,Gilchrist,17.5,81.4,1.1,0
Florida,Glades,26.6,72.7,0.7,0
Florida,Gulf,24.3,74.8,0.9,0
Florida,Hamilton,33.6,65.3,1.1,0
Florida,Hardee,27.0,72.0,1.0,0
Florida,Hendry,38.0,61.0,0.9,0
Florida,Hernando,34.4,64.5,1.1,0
Florida,Highlands,32.4,66.8,0.8,0
Florida,Hillsborough,52.7,45.8,1.4,1
Florida,Holmes,10.2,89.0,0.8,0
Florida,Indian River,38.7,60.2,1.0,0
Florida,Jackson,30.1,69.0,0.9,0
Florida,Jefferson,46.0,52.9,1.1,0
Florida,Lafayette,13.9,85.4,0.7,0
Florida,Lake,39.5,59.6,0.9,0
Florida,Lee,39.9,59.1,1.0,0
Florida,Leon,63.3,35.1,1.5,1
Florida,Levy,26.8,72.2,1.0,0
Florida,Liberty,19.5,79.8,0.7,0
Florida,Madison,39.9,59.4,0.7,0
Florida,Manatee,41.5,57.5,1.1,0
Florida,Marion,36.6,62.4,1.0,0
Florida,Martin,37.3,61.8,0.9,0
Florida,Miami-Dade,53.3,46.0,0.7,1
Florida,Monroe,45.5,53.4,1.2,0
Florida,Nassau,26.4,72.2,1.3,0
Florida,Okaloosa,29.3,68.4,2.3,0
Florida,Okeechobee,27.5,71.8,0.8,0
Florida,Orange,60.9,37.8,1.3,1
Florida,Osceola,56.3,42.5,1.2,1
Florida,Palm Beach,56.0,43.2,0.8,1
Florida,Pasco,39.3,59.4,1.3,0
Florida,Pinellas,49.4,49.2,1.3,1
Florida,Polk,42.2,56.6,1.3,0
Florida,Putnam,28.9,70.1,1.0,0
Florida,St. Johns,36.1,62.7,1.3,0
Florida,St. Lucie,48.8,50.4,0.8,0
Florida,Santa Rosa,25.8,72.2,2.1,0
Florida,Sarasota,44.3,54.7,1.0,0
Florida,Seminole,50.7,47.9,1.4,1
Florida,Sumter,31.7,67.8,0.6,0
Florida,Suwannee,21.3,77.8,0.9,0
Florida,Taylor,22.7,76.5,0.9,0
Florida,Union,16.8,82.1,1.0,0
Florida,Volusia,42.4,56.4,1.2,0
Florida,Wakulla,29.0,69.8,1.2,0
Florida,Walton,23.6,75.2,1.2,0
Florida,Washington,19.0,80.1,0.9,0
Georgia,Appling,21.3,78.3,0.4,0
Georgia,Atkinson,26.1,72.9,1.0,0
Georgia,Bacon,13.4,86.1,0.5,0
Georgia,Baker,41.9,57.7,0.4,0
Georgia,Baldwin,50.1,48.8,1.2,1
Georgia,Banks,10.6,88.5,0.9,0
Georgia,Barrow,27.5,70.6,1.8,0
Georgia,Bartow,23.9,74.6,1.4,0
Georgia,Ben Hill,36.5,62.6,0.9,0
Georgia,Berrien,16.4,82.9,0.7,0
Georgia,Bibb,61.3,37.5,1.1,1
Georgia,Bleckley,23.0,75.8,1.2,0
Georgia,Brantley,9.0,90.2,0.7,0
Georgia,Brooks,39.3,60.0,0.7,0
Georgia,Bryan,31.6,66.7,1.7,0
Georgia,Bulloch,37.4,61.1,1.6,0
Georgia,Burke,48.7,50.5,0.7,0
Georgia,Butts,27.8,71.4,0.8,0
Georgia,Calhoun,57.5,42.0,0.5,1
Georgia,Camden,33.6,64.3,2.0,0
Georgia,Candler,28.6,70.7,0.7,0
Georgia,Carroll,29.8,68.8,1.4,0
Georgia,Catoosa,21.2,77.1,1.6,0
Georgia,Charlton,24.2,74.8,1.0,0
Georgia,Chatham,58.6,39.9,1.5,1
Georgia,Chattahoochee,42.2,55.6,2.2,0
Georgia,Chattooga,18.4,80.2,1.3,0
Georgia,Cherokee,29.5,68.7,1.7,0
Georgia,Clarke,70.1,28.1,1.8,1
Georgia,Clay,55.1,44.4,0.6,1
Georgia,Clayton,84.9,14.1,1.0,1
Georgia,Clinch,26.0,73.5,0.5,0
Georgia,Cobb,56.3,42.0,1.7,1
Georgia,Coffee,29.7,69.5,0.8,0
Georgia,Colquitt,26.0,73.2,0.7,0
Georgia,Columbia,36.3,62.0,1.7,0
Georgia,Cook,29.3,69.6,1.1,0
Georgia,Coweta,31.5,67.0,1.5,0
Georgia,Crawford,26.5,72.6,1.0,0
Georgia,Crisp,37.1,62.0,0.9,0
Georgia,Dade,16.9,81.5,1.6,0
Georgia,Dawson,15.5,83.3,1.2,0
