State,County,Biden Vote %,Trump Vote %,Other Vote %,Was Winner Democrat?
Montana,Silver Bow,55.7,41.5,2.8,1
Montana,Stillwater,20.2,78.0,1.9,0
Montana,Sweet Grass,22.4,75.2,2.3,0
Montana,Teton,27.4,70.9,1.7,0
Montana,Toole,22.0,75.3,2.6,0
Montana,Treasure,17.0,81.1,2.0,0
Montana,Valley,24.2,73.6,2.3,0
Montana,Wheatland,21.1,77.1,1.9,0
Montana,Wibaux,12.9,86.3,0.8,0
Montana,Yellowstone,36.6,60.6,2.8,0
Nebraska,Adams,28.8,68.8,2.4,0
Nebraska,Antelope,12.6,86.2,1.2,0
Nebraska,Arthur,7.4,91.2,1.4,0
Nebraska,Banner,10.5,88.1,1.5,0
Nebraska,Blaine,11.0,88.3,0.6,0
Nebraska,Boone,15.5,82.2,2.3,0
Nebraska,Box Butte,20.2,77.0,2.8,0
Nebraska,Boyd,11.7,87.4,0.9,0
Nebraska,Brown,11.3,87.3,1.4,0
Nebraska,Buffalo,26.8,70.2,3.0,0
Nebraska,Burt,28.4,69.0,2.6,0
Nebraska,Butler,19.3,78.4,2.3,0
Nebraska,Cass,30.9,66.0,3.1,0
Nebraska,Cedar,14.5,83.2,2.3,0
Nebraska,Chase,11.3,87.0,1.7,0
Nebraska,Cherry,11.4,87.0,1.6,0
Nebraska,Cheyenne,17.9,79.8,2.3,0
Nebraska,Clay,17.7,79.8,2.5,0
Nebraska,Colfax,27.5,70.7,1.7,0
Nebraska,Cuming,19.5,78.6,1.8,0
Nebraska,Custer,13.1,84.7,2.2,0
Nebraska,Dakota,40.3,57.6,2.2,0
Nebraska,Dawes,26.1,70.6,3.3,0
Nebraska,Dawson,27.2,71.0,1.8,0
Nebraska,Deuel,13.6,84.2,2.1,0
Nebraska,Dixon,21.0,75.5,3.5,0
Nebraska,Dodge,32.7,64.8,2.4,0
Nebraska,Douglas,54.4,43.1,2.5,1
Nebraska,Dundy,10.5,88.0,1.5,0
Nebraska,Fillmore,22.0,74.9,3.0,0
Nebraska,Franklin,16.0,83.2,0.9,0
Nebraska,Frontier,13.1,85.0,1.9,0
Nebraska,Furnas,15.3,83.1,1.5,0
Nebraska,Gage,30.4,67.0,2.6,0
Nebraska,Garden,13.4,84.7,1.9,0
Nebraska,Garfield,12.4,86.7,0.9,0
Nebraska,Gosper,19.2,79.7,1.2,0
Nebraska,Grant,5.0,93.3,1.7,0
Nebraska,Greeley,18.2,80.7,1.1,0
Nebraska,Hall,31.4,66.2,2.4,0
Nebraska,Hamilton,20.1,77.4,2.5,0
Nebraska,Harlan,14.6,83.5,1.9,0
Nebraska,Hayes,6.3,92.2,1.5,0
Nebraska,Hitchcock,11.9,86.0,2.1,0
Nebraska,Holt,12.4,85.9,1.7,0
Nebraska,Hooker,13.3,85.1,1.6,0
Nebraska,Howard,18.5,79.4,2.2,0
Nebraska,Jefferson,27.2,70.1,2.6,0
Nebraska,Johnson,29.0,68.0,3.0,0
Nebraska,Kearney,19.4,78.0,2.6,0
Nebraska,Keith,17.5,81.1,1.4,0
Nebraska,Keya Paha,9.2,89.8,0.9,0
Nebraska,Kimball,14.3,83.3,2.5,0
Nebraska,Knox,19.2,79.0,1.7,0
Nebraska,Lancaster,52.3,44.6,3.1,1
Nebraska,Lincoln,21.5,76.2,2.3,0
Nebraska,Logan,8.4,90.4,1.1,0
Nebraska,Loup,16.5,81.5,2.0,0
Nebraska,McPherson,5.6,91.1,3.3,0
Nebraska,Madison,22.0,75.5,2.5,0
Nebraska,Merrick,17.4,79.8,2.8,0
Nebraska,Morrill,15.1,82.6,2.3,0
Nebraska,Nance,19.6,78.4,2.0,0
Nebraska,Nemaha,26.8,70.7,2.4,0
Nebraska,Nuckolls,17.7,80.6,1.7,0
Nebraska,Otoe,29.8,67.6,2.6,0
Nebraska,Pawnee,22.5,74.9,2.5,0
Nebraska,Perkins,12.9,85.5,1.6,0
Nebraska,Phelps,15.0,82.8,2.2,0
Nebraska,Pierce,12.0,86.3,1.7,0
Nebraska,Platte,20.7,77.5,1.7,0
Nebraska,Polk,18.4,79.4,2.3,0
Nebraska,Red Willow,14.8,82.7,2.4,0
Nebraska,Richardson,24.1,74.3,1.6,0
Nebraska,Rock,10.0,88.4,1.7,0
Nebraska,Saline,34.4,62.8,2.8,0
Nebraska,Sarpy,42.8,54.0,3.1,0
Nebraska,Saunders,26.1,71.2,2.7,0
Nebraska,Scotts Bluff,27.0,70.5,2.4,0
Nebraska,Seward,26.5,70.6,2.9,0
Nebraska,Sheridan,12.7,85.4,1.9,0
Nebraska,Sherman,20.2,77.8,2.1,0
Nebraska,Sioux,9.8,87.8,2.3,0
Nebraska,Stanton,16.8,80.9,2.3,0
Nebraska,Thayer,20.9,77.2,1.9,0
Nebraska,Thomas,10.5,88.3,1.2,0
Nebraska,Thurston,47.2,49.6,3.2,0
Nebraska,Valley,17.6,81.1,1.3,0
Nebraska,Washington,28.5,68.8,2.6,0
Nebraska,Wayne,24.2,72.4,3.3,0
Nebraska,Webster,17.9,80.5,1.6,0
Nebraska,Wheeler,11.7,87.1,1.2,0
Nebraska,York,22.8,74.5,2.7,0
Nevada,Churchill,23.7,72.7,3.6,0
Nevada,Clark,53.7,44.3,2.0,1
Nevada,Douglas,33.9,63.4,2.7,0
Nevada,Elko,20.7,76.2,3.0,0
Nevada,Esmeralda,15.2,82.1,2.7,0
Nevada,Eureka,10.3,88.0,1.7,0
Nevada,Humboldt,21.7,75.6,2.6,0
Nevada,Lander,17.9,79.5,2.6,0
Nevada,Lincoln,13.5,84.5,2.0,0
Nevada,Lyon,28.0,69.2,2.8,0
Nevada,Mineral,35.5,60.9,3.6,0
Nevada,Nye,28.7,69.1,2.2,0
Nevada,Pershing,23.6,74.6,1.8,0
Nevada,Storey,31.4,66.3,2.3,0
Nevada,Washoe,50.8,46.3,2.9,1
Nevada,White Pine,19.7,77.9,2.4,0
Nevada,Carson City,42.8,54.2,3.0,0
New Hampshire,Belknap,43.9,54.3,1.8,0
New Hampshire,Carroll,50.0,48.5,1.5,1
New Hampshire,Cheshire,57.5,40.3,2.1,1
New Hampshire,Coos,46.2,52.1,1.7,0
New Hampshire,Grafton,61.3,36.8,1.9,1
New Hampshire,Hillsborough,52.8,45.2,2.0,1
New Hampshire,Merrimack,53.8,44.1,2.1,1
New Hampshire,Rockingham,50.2,48.1,1.7,1
New Hampshire,Strafford,56.5,41.3,2.2,1
New Hampshire,Sullivan,50.7,47.1,2.2,1
New Jersey,Atlantic,52.7,46.0,1.3,1
New Jersey,Bergen,57.4,41.1,1.5,1
New Jersey,Burlington,58.9,39.3,1.8,1
New Jersey,Camden,65.9,32.5,1.6,1
New Jersey,Cape May,41.3,57.2,1.4,0
New Jersey,Cumberland,52.3,46.3,1.4,1
New Jersey,Essex,77.1,21.8,1.1,1
New Jersey,Gloucester,50.0,48.0,2.0,1
New Jersey,Hudson,72.4,26.2,1.3,1
New Jersey,Hunterdon,46.6,51.0,2.4,0
New Jersey,Mercer,69.1,29.1,1.7,1
New Jersey,Middlesex,60.2,38.2,1.6,1
New Jersey,Monmouth,47.9,50.7,1.4,0
New Jersey,Morris,51.1,46.9,2.0,1
New Jersey,Ocean,34.9,63.5,1.6,0
New Jersey,Passaic,57.5,41.0,1.4,1
New Jersey,Salem,42.5,55.3,2.2,0
New Jersey,Somerset,59.5,38.5,2.0,1
New Jersey,Sussex,39.0,58.5,2.5,0
New Jersey,Union,67.0,31.5,1.5,1
New Jersey,Warren,40.8,56.9,2.3,0
New Mexico,Bernalillo,61.0,36.6,2.4,1
New Mexico,Catron,25.6,73.0,1.4,0
New Mexico,Chaves,28.4,69.8,1.8,0
New Mexico,Cibola,53.3,44.6,2.1,1
New Mexico,Colfax,43.4,54.4,2.2,0
New Mexico,Curry,28.5,69.2,2.3,0
New Mexico,De Baca,25.6,72.8,1.6,0
New Mexico,Dona Ana,58.0,39.7,2.3,1
New Mexico,Eddy,23.4,75.2,1.5,0
New Mexico,Grant,52.6,45.4,2.0,1
New Mexico,Guadalupe,56.4,41.9,1.7,1
New Mexico,Harding,35.4,63.2,1.4,0
New Mexico,Hidalgo,41.7,56.7,1.6,0
New Mexico,Lea,19.4,79.0,1.6,0
New Mexico,Lincoln,31.0,67.4,1.6,0
New Mexico,Los Alamos,61.4,34.8,3.8,1
New Mexico,Luna,44.0,54.4,1.6,0
New Mexico,McKinley,68.1,29.5,2.5,1
New Mexico,Mora,65.0,33.6,1.4,1
New Mexico,Otero,36.0,61.6,2.4,0
New Mexico,Quay,30.2,68.0,1.8,0
New Mexico,Rio Arriba,66.1,32.5,1.4,1
New Mexico,Roosevelt,27.3,70.1,2.6,0
New Mexico,Sandoval,53.0,44.6,2.4,1
New Mexico,San Juan,34.6,62.9,2.6,0
New Mexico,San Miguel,68.4,29.7,1.9,1
New Mexico,Santa Fe,76.0,22.3,1.7,1
New Mexico,Sierra,38.1,59.6,2.3,0
New Mexico,Socorro,52.0,45.5,2.6,1
New Mexico,Taos,76.4,21.6,2.0,1
New Mexico,Torrance,32.2,65.5,2.3,0
New Mexico,Union,21.4,77.6,1.0,0
New Mexico,Valencia,44.2,53.8,2.0,0
New York,Albany,64.6,33.1,2.3,1
New York,Allegany,29.1,68.0,2.8,0
New York,Bronx,83.3,15.9,0.8,1
New York,Broome,50.5,47.1,2.4,1
New York,Cattaraugus,34.2,63.7,2.0,0
New York,Cayuga,44.4,53.3,2.2,0
New York,Chautauqua,38.9,58.8,2.3,0
New York,Chemung,42.2,55.6,2.2,0
New York,Chenango,37.1,60.4,2.5,0
New York,Clinton,51.8,46.6,1.5,1
New York,Columbia,57.2,40.6,2.1,1
New York,Cortland,47.8,49.8,2.4,0
New York,Delaware,39.7,58.1,2.1,0
New York,Dutchess,53.9,44.3,1.8,1
New York,Erie,56.5,41.7,1.8,1
New York,Essex,51.6,46.6,1.8,1
New York,Franklin,48.0,50.2,1.8,0
New York,Fulton,33.4,64.8,1.8,0
New York,Genesee,32.9,64.6,2.5,0
New York,Greene,41.1,56.6,2.3,0
New York,Hamilton,34.0,64.3,1.6,0
New York,Herkimer,33.9,64.4,1.8,0
New York,Jefferson,39.5,58.4,2.1,0
New York,Kings,76.8,22.1,1.1,1
New York,Lewis,29.5,68.6,2.0,0
New York,Livingston,39.7,57.9,2.3,0
New York,Madison,43.5,54.1,2.4,0
New York,Monroe,59.3,38.2,2.5,1
New York,Montgomery,37.7,60.2,2.1,0
New York,Nassau,54.1,44.6,1.3,1
New York,New York,86.4,12.2,1.4,1
New York,Niagara,44.2,53.8,2.0,0
New York,Oneida,41.2,56.7,2.1,0
New York,Onondaga,58.9,38.9,2.3,1
New York,Ontario,48.5,48.5,3.0,1
New York,Orange,49.2,49.3,1.5,0
New York,Orleans,30.8,66.8,2.4,0
New York,Oswego,38.8,59.0,2.2,0
New York,Otsego,46.2,51.2,2.5,0
New York,Putnam,45.3,53.1,1.6,0
New York,Queens,72.0,26.9,1.1,1
New York,Rensselaer,51.6,46.0,2.5,1
New York,Richmond,42.0,56.9,1.1,0
New York,Rockland,50.3,48.6,1.1,1
New York,St. Lawrence,43.1,54.8,2.1,0
New York,Saratoga,51.6,46.2,2.1,1
New York,Schenectady,56.6,41.0,2.5,1
New York,Schoharie,34.0,63.0,3.0,0
New York,Schuyler,40.0,57.6,2.4,0
New York,Seneca,44.2,53.3,2.5,0
New York,Steuben,34.2,63.8,2.0,0
New York,Suffolk,49.3,49.3,1.4,1
New York,Sullivan,44.7,53.9,1.4,0
New York,Tioga,38.5,59.1,2.5,0
New York,Tompkins,73.5,24.3,2.2,1
New York,Ulster,59.5,38.6,2.0,1
New York,Warren,48.8,49.0,2.2,0
New York,Washington,41.1,56.7,2.2,0
New York,Wayne,39.0,58.6,2.4,0
New York,Westchester,67.6,31.3,1.1,1
New York,Wyoming,26.1,71.5,2.4,0
New York,Yates,39.3,57.9,2.8,0
North Carolina,Alamance,45.1,53.5,1.4,0
North Carolina,Alexander,20.5,78.5,1.0,0
North Carolina,Alleghany,24.5,74.5,1.0,0
North Carolina,Anson,51.7,47.5,0.8,1
North Carolina,Ashe,26.3,72.4,1.3,0
North Carolina,Avery,23.2,75.8,1.0,0
North Carolina,Beaufort,36.6,62.5,0.9,0
North Carolina,Bertie,60.5,38.9,0.6,1
North Carolina,Bladen,42.8,56.5,0.7,0
North Carolina,Brunswick,36.9,61.9,1.1,0
North Carolina,Buncombe,59.7,38.6,1.6,1
North Carolina,Burke,29.4,69.5,1.0,0
North Carolina,Cabarrus,44.5,53.9,1.6,0
North Carolina,Caldwell,23.9,75.0,1.1,0
North Carolina,Camden,25.8,72.4,1.7,0
North Carolina,Carteret,28.3,70.3,1.3,0
North Carolina,Caswell,40.3,58.8,0.8,0
North Carolina,Catawba,30.8,67.8,1.4,0
North Carolina,Chatham,55.1,43.6,1.3,1
North Carolina,Cherokee,21.8,76.9,1.3,0
North Carolina,Chowan,41.7,57.4,0.8,0
North Carolina,Clay,24.6,74.2,1.2,0
North Carolina,Cleveland,33.0,65.9,1.1,0
North Carolina,Columbus,35.7,63.6,0.6,0
North Carolina,Craven,39.9,58.5,1.7,0
North Carolina,Cumberland,57.4,40.8,1.8,1
North Carolina,Currituck,26.0,72.2,1.8,0
North Carolina,Dare,41.0,57.5,1.5,0
North Carolina,Davidson,25.6,73.0,1.4,0
North Carolina,Davie,26.5,72.0,1.5,0
North Carolina,Duplin,38.6,60.7,0.7,0
North Carolina,Durham,80.4,18.0,1.5,1
North Carolina,Edgecombe,63.2,36.1,0.7,1
North Carolina,Forsyth,56.2,42.3,1.6,1
North Carolina,Franklin,42.5,56.0,1.5,0
North Carolina,Gaston,35.5,63.2,1.3,0
North Carolina,Gates,42.6,56.4,1.0,0
North Carolina,Graham,19.4,79.5,1.1,0
North Carolina,Granville,46.1,52.7,1.2,0
North Carolina,Greene,43.8,55.7,0.5,0
North Carolina,Guilford,60.8,37.7,1.4,1
North Carolina,Halifax,60.3,39.1,0.5,1
North Carolina,Harnett,37.9,60.3,1.8,0
North Carolina,Haywood,36.0,62.5,1.5,0
North Carolina,Henderson,39.8,58.6,1.6,0
North Carolina,Hertford,66.7,32.7,0.5,1
North Carolina,Hoke,54.5,43.7,1.8,1
North Carolina,Hyde,42.0,56.9,1.1,0
North Carolina,Iredell,33.1,65.5,1.4,0
North Carolina,Jackson,44.8,53.0,2.2,0
North Carolina,Johnston,37.0,61.4,1.6,0
North Carolina,Jones,39.8,59.4,0.9,0
North Carolina,Lee,41.9,56.8,1.4,0
North Carolina,Lenoir,47.9,51.4,0.8,0
North Carolina,Lincoln,26.4,72.4,1.2,0
North Carolina,McDowell,25.4,73.4,1.3,0
North Carolina,Macon,30.0,68.5,1.5,0
North Carolina,Madison,37.5,61.0,1.5,0
North Carolina,Martin,47.1,52.1,0.8,0
North Carolina,Mecklenburg,66.7,31.6,1.7,1
North Carolina,Mitchell,20.7,78.4,0.9,0
North Carolina,Montgomery,33.7,65.5,0.9,0
North Carolina,Moore,35.6,63.0,1.4,0
North Carolina,Nash,49.6,49.4,1.0,1
North Carolina,New Hanover,50.2,48.0,1.8,1
North Carolina,Northampton,60.0,39.5,0.5,1
North Carolina,Onslow,33.6,63.8,2.6,0
North Carolina,Orange,74.8,23.7,1.4,1
North Carolina,Pamlico,35.6,63.5,0.9,0
North Carolina,Pasquotank,49.4,49.1,1.5,1
North Carolina,Pender,34.3,64.3,1.4,0
North Carolina,Perquimans,33.3,65.5,1.2,0
North Carolina,Person,38.7,60.2,1.1,0
North Carolina,Pitt,54.0,44.5,1.5,1
North Carolina,Polk,36.6,62.2,1.2,0
North Carolina,Randolph,21.3,77.6,1.1,0
North Carolina,Richmond,42.2,57.0,0.9,0
North Carolina,Robeson,40.3,58.9,0.8,0
North Carolina,Rockingham,33.4,65.5,1.1,0
North Carolina,Rowan,31.5,67.2,1.4,0
North Carolina,Rutherford,26.5,72.3,1.2,0
North Carolina,Sampson,38.3,60.8,0.8,0
North Carolina,Scotland,48.6,50.6,0.8,0
North Carolina,Stanly,24.0,75.0,1.0,0
North Carolina,Stokes,20.6,78.4,1.1,0
North Carolina,Surry,23.8,75.2,1.0,0
North Carolina,Swain,39.3,58.9,1.8,0
North Carolina,Transylvania,41.4,57.0,1.6,0
North Carolina,Tyrrell,41.7,57.5,0.8,0
North Carolina,Union,37.2,61.4,1.5,0
North Carolina,Vance,59.2,40.0,0.8,1
North Carolina,Wake,62.3,35.8,1.9,1
North Carolina,Warren,62.2,36.5,1.4,1
North Carolina,Washington,54.7,44.8,0.5,1
North Carolina,Watauga,53.1,44.9,2.0,1
North Carolina,Wayne,43.6,55.3,1.1,0
North Carolina,Wilkes,21.2,77.8,1.0,0
North Carolina,Wilson,50.9,48.1,1.0,1
North Carolina,Yadkin,18.9,80.0,1.1,0
North Carolina,Yancey,32.5,66.2,1.3,0
North Dakota,Adams,20.3,77.3,2.4,0
North Dakota,Barnes,32.7,64.1,3.2,0
North Dakota,Benson,41.9,55.8,2.3,0
North Dakota,Billings,11.3,85.2,3.5,0
North Dakota,Bottineau,23.7,74.2,2.2,0
North Dakota,Bowman,13.8,84.2,2.1,0
North Dakota,Burke,11.9,86.1,2.1,0
North Dakota,Burleigh,28.3,68.5,3.3,0
North Dakota,Cass,46.8,49.5,3.6,0
North Dakota,Cavalier,23.5,74.2,2.3,0
North Dakota,Dickey,25.1,71.9,3.1,0
North Dakota,Divide,22.0,75.2,2.7,0
North Dakota,Dunn,14.6,83.4,1.9,0
North Dakota,Eddy,30.4,67.7,1.9,0
North Dakota,Emmons,11.8,86.5,1.7,0
North Dakota,Foster,21.0,76.6,2.4,0
North Dakota,Golden Valley,13.4,84.9,1.8,0
North Dakota,Grand Forks,41.6,54.8,3.6,0
North Dakota,Grant,15.0,82.9,2.1,0
North Dakota,Griggs,24.6,72.6,2.8,0
North Dakota,Hettinger,14.9,83.2,1.9,0
North Dakota,Kidder,15.1,83.2,1.6,0
North Dakota,LaMoure,23.7,74.1,2.1,0
North Dakota,Logan,11.9,86.4,1.7,0
North Dakota,McHenry,18.8,78.7,2.5,0
North Dakota,McIntosh,17.9,79.2,2.8,0
North Dakota,McKenzie,15.0,82.7,2.3,0
North Dakota,McLean,22.2,75.8,2.0,0
North Dakota,Mercer,15.1,82.5,2.5,0
North Dakota,Morton,23.3,73.7,3.0,0
North Dakota,Mountrail,30.2,67.8,2.0,0
North Dakota,Nelson,33.0,64.2,2.8,0
North Dakota,Oliver,12.1,86.1,1.8,0
North Dakota,Pembina,23.6,73.9,2.6,0
North Dakota,Pierce,23.4,74.5,2.2,0
North Dakota,Ramsey,30.5,66.6,2.9,0
North Dakota,Ransom,38.5,57.8,3.7,0
North Dakota,Renville,16.7,80.7,2.6,0
North Dakota,Richland,32.1,64.9,2.9,0
North Dakota,Rolette,65.2,33.0,1.7,1
North Dakota,Sargent,35.7,61.2,3.2,0
North Dakota,Sheridan,12.8,84.7,2.5,0
North Dakota,Sioux,67.8,21.8,10.5,1
North Dakota,Slope,10.3,89.0,0.7,0
North Dakota,Stark,16.6,80.5,2.9,0
North Dakota,Steele,36.0,59.9,4.0,0
North Dakota,Stutsman,26.9,70.2,2.9,0
North Dakota,Towner,27.0,70.7,2.3,0
North Dakota,Traill,36.1,61.0,2.9,0
North Dakota,Walsh,27.9,69.5,2.6,0
North Dakota,Ward,25.8,70.7,3.5,0
North Dakota,Wells,18.6,79.7,1.6,0
North Dakota,Williams,15.1,81.9,3.0,0
Ohio,Adams,17.8,81.3,1.0,0
Ohio,Allen,29.4,68.8,1.7,0
Ohio,Ashland,24.8,73.5,1.7,0
Ohio,Ashtabula,37.3,60.8,1.9,0
Ohio,Athens,56.6,41.6,1.9,1
Ohio,Auglaize,18.0,80.5,1.4,0
Ohio,Belmont,27.6,71.1,1.3,0
Ohio,Brown,20.7,78.0,1.3,0
Ohio,Butler,37.3,61.3,1.5,0
Ohio,Carroll,22.8,75.5,1.7,0
Ohio,Champaign,25.3,72.9,1.8,0
Ohio,Clark,37.4,60.7,1.9,0
Ohio,Clermont,30.8,67.4,1.8,0
Ohio,Clinton,22.8,75.3,1.8,0
Ohio,Columbiana,26.7,71.5,1.8,0
Ohio,Coshocton,24.6,73.5,1.9,0
Ohio,Crawford,23.7,74.5,1.7,0
Ohio,Cuyahoga,66.4,32.3,1.3,1
Ohio,Darke,17.4,81.0,1.6,0
Ohio,Defiance,30.9,67.3,1.9,0
Ohio,Delaware,45.7,52.5,1.8,0
Ohio,Erie,43.3,54.8,1.9,0
Ohio,Fairfield,37.5,61.0,1.5,0
Ohio,Fayette,23.6,75.0,1.4,0
Ohio,Franklin,64.7,33.4,1.9,1
Ohio,Fulton,29.2,69.0,1.8,0
Ohio,Gallia,21.7,77.1,1.2,0
Ohio,Geauga,37.8,60.9,1.2,0
Ohio,Greene,39.3,58.7,2.0,0
Ohio,Guernsey,25.1,73.4,1.5,0
Ohio,Hamilton,57.1,41.3,1.6,1
Ohio,Hancock,30.3,67.9,1.8,0
Ohio,Hardin,23.1,75.1,1.8,0
Ohio,Harrison,23.1,75.6,1.3,0
Ohio,Henry,27.5,70.9,1.7,0
Ohio,Highland,19.3,79.7,1.0,0
Ohio,Hocking,28.0,70.3,1.7,0
Ohio,Holmes,15.4,83.2,1.4,0
Ohio,Huron,28.5,69.6,1.9,0
Ohio,Jackson,22.4,76.4,1.3,0
Ohio,Jefferson,30.0,68.3,1.7,0
Ohio,Knox,27.3,71.0,1.7,0
Ohio,Lake,42.4,56.0,1.5,0
Ohio,Lawrence,26.6,72.1,1.4,0
Ohio,Licking,35.0,63.0,1.9,0
Ohio,Logan,21.6,76.7,1.7,0
Ohio,Lorain,48.0,50.4,1.6,0
Ohio,Lucas,57.4,40.7,2.0,1
Ohio,Madison,28.7,69.6,1.8,0
Ohio,Mahoning,48.4,50.3,1.4,0
Ohio,Marion,29.7,68.3,2.1,0
Ohio,Medina,37.5,60.9,1.5,0
Ohio,Meigs,22.7,75.8,1.4,0
Ohio,Mercer,16.9,81.8,1.3,0
Ohio,Miami,27.0,71.2,1.8,0
Ohio,Monroe,22.4,76.3,1.3,0
Ohio,Montgomery,50.2,47.9,1.9,1
Ohio,Morgan,25.2,73.5,1.3,0
Ohio,Morrow,21.9,76.2,1.9,0
Ohio,Muskingum,29.6,68.9,1.6,0
Ohio,Noble,18.4,80.9,0.7,0
Ohio,Ottawa,37.5,60.8,1.7,0
Ohio,Paulding,23.3,74.7,2.0,0
Ohio,Perry,24.6,74.1,1.3,0
Ohio,Pickaway,25.8,72.7,1.5,0
Ohio,Pike,25.0,73.7,1.3,0
Ohio,Portage,43.0,55.4,1.7,0
Ohio,Preble,20.6,77.9,1.5,0
Ohio,Putnam,16.0,82.3,1.7,0
Ohio,Richland,29.4,69.1,1.4,0
Ohio,Ross,31.6,66.8,1.6,0
Ohio,Sandusky,35.2,62.7,2.1,0
Ohio,Scioto,28.3,70.5,1.1,0
Ohio,Seneca,32.0,66.1,1.9,0
Ohio,Shelby,17.7,80.7,1.6,0
Ohio,Stark,39.9,58.4,1.6,0
Ohio,Summit,53.9,44.4,1.7,1
Ohio,Trumbull,44.0,54.6,1.4,0
Ohio,Tuscarawas,29.2,69.1,1.7,0
Ohio,Union,33.2,64.6,2.2,0
Ohio,Van Wert,20.5,77.7,1.8,0
Ohio,Vinton,22.0,76.7,1.2,0
Ohio,Warren,33.8,64.5,1.7,0
Ohio,Washington,28.8,69.5,1.7,0
Ohio,Wayne,30.7,67.7,1.6,0
Ohio,Williams,26.0,72.1,1.9,0
Ohio,Wood,45.3,52.9,1.8,0
Ohio,Wyandot,24.0,74.2,1.8,0
Oklahoma,Adair,19.5,78.6,1.9,0
Oklahoma,Alfalfa,10.3,87.4,2.3,0
Oklahoma,Atoka,14.2,84.6,1.2,0
Oklahoma,Beaver,8.7,90.4,0.9,0
Oklahoma,Beckham,13.2,85.1,1.7,0
Oklahoma,Blaine,17.6,80.4,2.0,0
Oklahoma,Bryan,20.8,77.3,1.9,0
Oklahoma,Caddo,27.1,71.1,1.8,0
Oklahoma,Canadian,27.0,70.3,2.7,0
Oklahoma,Carter,22.9,75.5,1.6,0
Oklahoma,Cherokee,34.0,63.4,2.6,0
Oklahoma,Choctaw,18.6,80.6,0.9,0
Oklahoma,Cimarron,6.6,92.0,1.3,0
Oklahoma,Cleveland,41.6,55.7,2.8,0
Oklahoma,Coal,14.8,82.8,2.4,0
Oklahoma,Comanche,38.6,58.7,2.8,0
Oklahoma,Cotton,15.3,82.3,2.4,0
Oklahoma,Craig,20.2,77.7,2.2,0
Oklahoma,Creek,21.6,76.4,2.1,0
Oklahoma,Custer,22.2,75.4,2.4,0
Oklahoma,Delaware,20.1,78.6,1.2,0
Oklahoma,Dewey,9.1,90.0,0.9,0
Oklahoma,Ellis,8.6,90.1,1.3,0
Oklahoma,Garfield,21.9,75.7,2.4,0
Oklahoma,Garvin,17.1,81.3,1.6,0
Oklahoma,Grady,17.9,80.2,1.8,0
Oklahoma,Grant,12.6,86.1,1.4,0
Oklahoma,Greer,16.6,81.3,2.0,0
Oklahoma,Harmon,19.0,80.1,1.0,0
Oklahoma,Harper,9.1,89.2,1.6,0
Oklahoma,Haskell,15.6,83.1,1.3,0
Oklahoma,Hughes,18.9,79.8,1.3,0
Oklahoma,Jackson,20.0,77.8,2.2,0
Oklahoma,Jefferson,13.4,84.9,1.7,0
Oklahoma,Johnston,17.4,80.9,1.7,0
Oklahoma,Kay,23.4,74.4,2.1,0
Oklahoma,Kingfisher,13.2,85.4,1.4,0
Oklahoma,Kiowa,20.4,78.0,1.6,0
Oklahoma,Latimer,17.9,80.9,1.2,0
Oklahoma,Le Flore,17.5,80.9,1.6,0
Oklahoma,Lincoln,17.5,80.7,1.8,0
Oklahoma,Logan,25.3,72.3,2.3,0
Oklahoma,Love,17.4,81.1,1.4,0
Oklahoma,McClain,18.6,79.5,1.9,0
Oklahoma,McCurtain,16.2,82.7,1.1,0
Oklahoma,McIntosh,24.4,74.0,1.6,0
Oklahoma,Major,9.2,89.0,1.9,0
Oklahoma,Marshall,18.1,80.7,1.2,0
Oklahoma,Mayes,21.5,76.7,1.7,0
Oklahoma,Murray,19.6,78.2,2.1,0
Oklahoma,Muskogee,32.0,65.9,2.1,0
Oklahoma,Noble,20.3,77.4,2.3,0
Oklahoma,Nowata,16.2,82.2,1.5,0
Oklahoma,Okfuskee,22.2,75.7,2.1,0
Oklahoma,Oklahoma,48.1,49.2,2.7,0
Oklahoma,Okmulgee,30.4,67.5,2.0,0
Oklahoma,Osage,29.2,68.8,2.0,0
Oklahoma,Ottawa,23.5,74.7,1.8,0
Oklahoma,Pawnee,20.1,77.6,2.3,0
Oklahoma,Payne,36.8,60.1,3.1,0
Oklahoma,Pittsburg,21.0,77.3,1.7,0
Oklahoma,Pontotoc,26.9,70.5,2.6,0
Oklahoma,Pottawatomie,25.8,71.8,2.4,0
Oklahoma,Pushmataha,14.1,84.7,1.2,0
Oklahoma,Roger Mills,9.2,88.8,2.1,0
Oklahoma,Rogers,21.5,76.4,2.1,0
Oklahoma,Seminole,25.8,72.1,2.1,0
Oklahoma,Sequoyah,19.7,78.7,1.5,0
Oklahoma,Stephens,16.6,81.6,1.8,0
Oklahoma,Texas,16.2,81.6,2.2,0
Oklahoma,Tillman,22.0,76.7,1.3,0
Oklahoma,Tulsa,40.9,56.5,2.7,0
Oklahoma,Wagoner,24.0,74.0,2.0,0
Oklahoma,Washington,24.6,72.7,2.7,0
Oklahoma,Washita,12.5,85.5,2.0,0
Oklahoma,Woods,16.1,81.4,2.6,0
Oklahoma,Woodward,12.9,84.9,2.2,0
Oregon,Baker,23.6,74.0,2.4,0
Oregon,Benton,67.9,28.2,4.0,1
